field_order,field_name,data_type,feature_group,source_table,time_scope,business_definition,calculation_rule,model_use_recommendation,leakage_status
202,user_max_consecutive_active_days_30d,BIGINT,用户生命周期特征,user_lifecycle_features,近30天,用户近30天内最长连续活跃天数。,由user_lifecycle_features按既定口径生成,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
203,user_current_consecutive_active_days,BIGINT,用户生命周期特征,user_lifecycle_features,完整观察期,截至特征截止日前，用户当前连续活跃天数。,由user_lifecycle_features按既定口径生成,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
204,user_active_streak_count_30d,BIGINT,用户生命周期特征,user_lifecycle_features,近30天,用户近30天内形成的连续活跃区间数量。,按对应主键和时间窗口执行COUNT或SUM聚合,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
205,user_avg_active_streak_days_30d,DOUBLE,用户生命周期特征,user_lifecycle_features,近30天,用户近30天连续活跃区间的平均长度。,由user_lifecycle_features按既定口径生成,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
206,item_active_span_days_30d,BIGINT,商品热度衰减特征,item_lifecycle_features,近30天,来源于商品热度衰减特征的数值或类别特征，具体口径由字段名称及源表定义。,由item_lifecycle_features按既定口径生成,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
207,item_weighted_heat_30d,"DECIMAL(38,1)",商品热度衰减特征,item_lifecycle_features,近30天,来源于商品热度衰减特征的数值或类别特征，具体口径由字段名称及源表定义。,由item_lifecycle_features按既定口径生成,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
208,item_weighted_heat_7d,"DECIMAL(38,1)",商品热度衰减特征,item_lifecycle_features,近7天,来源于商品热度衰减特征的数值或类别特征，具体口径由字段名称及源表定义。,由item_lifecycle_features按既定口径生成,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
209,item_weighted_heat_prior_23d,"DECIMAL(38,1)",商品热度衰减特征,item_lifecycle_features,完整观察期,来源于商品热度衰减特征的数值或类别特征，具体口径由字段名称及源表定义。,由item_lifecycle_features按既定口径生成,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
210,item_decayed_heat_score_7d,DOUBLE,商品热度衰减特征,item_lifecycle_features,近7天,采用7天半衰期计算的商品时间衰减热度。,由item_lifecycle_features按既定口径生成,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
211,item_heat_decay_coefficient_7d,DOUBLE,商品热度衰减特征,item_lifecycle_features,近7天,商品7天半衰期衰减热度与原始加权热度的比值。,7天半衰期衰减加权热度 / 30天原始加权热度,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
212,item_recent_heat_share_pct_7d,DOUBLE,商品热度衰减特征,item_lifecycle_features,近7天,商品最近7天加权热度占30天加权热度的比例。,分子/分母×100；分母为0时置0,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
213,item_heat_trend_ratio_7d_vs_prior_23d,DOUBLE,商品热度衰减特征,item_lifecycle_features,近7天,商品最近7天日均热度与此前23天日均热度之比。,由item_lifecycle_features按既定口径生成,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
214,pair_raw_action_count,DOUBLE,行为序列与跳转特征,user_item_sequence_features,完整观察期,行为序列与跳转特征中的聚合计数指标。,按对应主键和时间窗口执行COUNT或SUM聚合,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
215,pair_distinct_active_hours,BIGINT,行为序列与跳转特征,user_item_sequence_features,完整观察期,完整观察期的活跃小时数量，用于刻画行为序列与跳转特征。,由user_item_sequence_features按既定口径生成,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
216,pair_sequence_first_time,TIMESTAMP,行为序列与跳转特征,user_item_sequence_features,完整观察期,来源于行为序列与跳转特征的数值或类别特征，具体口径由字段名称及源表定义。,按对应主键取MIN(time),建议使用对应间隔特征，原始时间字段可剔除,通过：仅使用特征截止时间之前的数据
217,pair_sequence_last_time,TIMESTAMP,行为序列与跳转特征,user_item_sequence_features,完整观察期,来源于行为序列与跳转特征的数值或类别特征，具体口径由字段名称及源表定义。,按对应主键取MAX(time),建议使用对应间隔特征，原始时间字段可剔除,通过：仅使用特征截止时间之前的数据
218,pair_first_to_last_span_hours,BIGINT,行为序列与跳转特征,user_item_sequence_features,完整观察期,来源于行为序列与跳转特征的数值或类别特征，具体口径由字段名称及源表定义。,按对应主键取MIN(time),可作为候选模型特征,通过：仅使用特征截止时间之前的数据
219,pair_first_behavior_stage,UTINYINT,行为序列与跳转特征,user_item_sequence_features,完整观察期,来源于行为序列与跳转特征的数值或类别特征，具体口径由字段名称及源表定义。,按对应主键取MIN(time),可作为候选模型特征,通过：仅使用特征截止时间之前的数据
220,pair_last_behavior_stage,UTINYINT,行为序列与跳转特征,user_item_sequence_features,完整观察期,来源于行为序列与跳转特征的数值或类别特征，具体口径由字段名称及源表定义。,按对应主键取MAX(time),可作为候选模型特征,通过：仅使用特征截止时间之前的数据
221,pair_avg_gap_hours,DOUBLE,行为序列与跳转特征,user_item_sequence_features,完整观察期,用户对同一商品在不同活跃小时之间的平均时间间隔。,由user_item_sequence_features按既定口径生成,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
222,pair_median_gap_hours,DOUBLE,行为序列与跳转特征,user_item_sequence_features,完整观察期,用户对同一商品在不同活跃小时之间的中位时间间隔。,由user_item_sequence_features按既定口径生成,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
223,pair_min_gap_hours,BIGINT,行为序列与跳转特征,user_item_sequence_features,完整观察期,来源于行为序列与跳转特征的数值或类别特征，具体口径由字段名称及源表定义。,由user_item_sequence_features按既定口径生成,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
224,pair_max_gap_hours,BIGINT,行为序列与跳转特征,user_item_sequence_features,完整观察期,来源于行为序列与跳转特征的数值或类别特征，具体口径由字段名称及源表定义。,由user_item_sequence_features按既定口径生成,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
225,pair_last_gap_hours,BIGINT,行为序列与跳转特征,user_item_sequence_features,完整观察期,来源于行为序列与跳转特征的数值或类别特征，具体口径由字段名称及源表定义。,按对应主键取MAX(time),可作为候选模型特征,通过：仅使用特征截止时间之前的数据
226,pair_same_stage_transition_count,DOUBLE,行为序列与跳转特征,user_item_sequence_features,完整观察期,用户—商品行为序列中相同行为阶段重复的次数。,按对应主键和时间窗口执行COUNT或SUM聚合,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
227,pair_forward_stage_transition_count,DOUBLE,行为序列与跳转特征,user_item_sequence_features,完整观察期,用户—商品行为序列中意向阶段正向提升的次数。,按对应主键和时间窗口执行COUNT或SUM聚合,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
228,pair_reverse_stage_transition_count,DOUBLE,行为序列与跳转特征,user_item_sequence_features,完整观察期,用户—商品行为序列中意向阶段反向跳转的次数。,按对应主键和时间窗口执行COUNT或SUM聚合,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
229,pair_view_to_favorite_count,DOUBLE,行为序列与跳转特征,user_item_sequence_features,完整观察期,完整观察期的收藏行为次数，用于刻画行为序列与跳转特征。,按对应主键和时间窗口执行COUNT或SUM聚合,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
230,pair_view_to_cart_count,DOUBLE,行为序列与跳转特征,user_item_sequence_features,完整观察期,完整观察期的加购行为次数，用于刻画行为序列与跳转特征。,按对应主键和时间窗口执行COUNT或SUM聚合,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
231,pair_view_to_purchase_count,DOUBLE,行为序列与跳转特征,user_item_sequence_features,完整观察期,完整观察期的购买行为次数，用于刻画行为序列与跳转特征。,按对应主键和时间窗口执行COUNT或SUM聚合,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
232,pair_favorite_to_cart_count,DOUBLE,行为序列与跳转特征,user_item_sequence_features,完整观察期,完整观察期的加购行为次数，用于刻画行为序列与跳转特征。,按对应主键和时间窗口执行COUNT或SUM聚合,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
233,pair_favorite_to_purchase_count,DOUBLE,行为序列与跳转特征,user_item_sequence_features,完整观察期,完整观察期的购买行为次数，用于刻画行为序列与跳转特征。,按对应主键和时间窗口执行COUNT或SUM聚合,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
234,pair_cart_to_purchase_count,DOUBLE,行为序列与跳转特征,user_item_sequence_features,完整观察期,完整观察期的购买行为次数，用于刻画行为序列与跳转特征。,按对应主键和时间窗口执行COUNT或SUM聚合,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
235,user_r_score,INTEGER,RFM与漏斗特征,user_business_features,完整观察期,RFM代理体系中的近期活跃得分，范围1至5。,由user_business_features按既定口径生成,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
236,user_f_score,BIGINT,RFM与漏斗特征,user_business_features,完整观察期,RFM代理体系中的行为频率得分，范围1至5。,由user_business_features按既定口径生成,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
237,user_m_purchase_proxy_score,BIGINT,RFM与漏斗特征,user_business_features,完整观察期,由于缺少金额字段，以历史购买次数构建的M代理得分。,由user_business_features按既定口径生成,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
238,user_rfm_proxy_score,BIGINT,RFM与漏斗特征,user_business_features,完整观察期,R、F与购买次数代理分之和，范围3至15。,user_r_score + user_f_score + user_m_purchase_proxy_score,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
239,user_rfm_proxy_segment,VARCHAR,RFM与漏斗特征,user_business_features,完整观察期,根据RFM代理总分划分的用户价值分层。,由user_business_features按既定口径生成,完成类别编码后入模,通过：仅使用特征截止时间之前的数据
240,user_item_pair_count_30d,BIGINT,RFM与漏斗特征,user_business_features,近30天,来源于RFM与漏斗特征的数值或类别特征，具体口径由字段名称及源表定义。,按对应主键和时间窗口执行COUNT或SUM聚合,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
241,user_viewed_item_pairs_30d,DOUBLE,RFM与漏斗特征,user_business_features,近30天,来源于RFM与漏斗特征的数值或类别特征，具体口径由字段名称及源表定义。,由user_business_features按既定口径生成,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
242,user_favorited_item_pairs_30d,DOUBLE,RFM与漏斗特征,user_business_features,近30天,来源于RFM与漏斗特征的数值或类别特征，具体口径由字段名称及源表定义。,由user_business_features按既定口径生成,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
243,user_carted_item_pairs_30d,DOUBLE,RFM与漏斗特征,user_business_features,近30天,来源于RFM与漏斗特征的数值或类别特征，具体口径由字段名称及源表定义。,由user_business_features按既定口径生成,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
244,user_purchased_item_pairs_30d,DOUBLE,RFM与漏斗特征,user_business_features,近30天,来源于RFM与漏斗特征的数值或类别特征，具体口径由字段名称及源表定义。,由user_business_features按既定口径生成,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
245,user_view_favorite_pairs_30d,DOUBLE,RFM与漏斗特征,user_business_features,近30天,来源于RFM与漏斗特征的数值或类别特征，具体口径由字段名称及源表定义。,由user_business_features按既定口径生成,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
246,user_favorite_cart_pairs_30d,DOUBLE,RFM与漏斗特征,user_business_features,近30天,来源于RFM与漏斗特征的数值或类别特征，具体口径由字段名称及源表定义。,由user_business_features按既定口径生成,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
247,user_cart_purchase_pairs_30d,DOUBLE,RFM与漏斗特征,user_business_features,近30天,来源于RFM与漏斗特征的数值或类别特征，具体口径由字段名称及源表定义。,由user_business_features按既定口径生成,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
248,user_view_purchase_pairs_30d,DOUBLE,RFM与漏斗特征,user_business_features,近30天,来源于RFM与漏斗特征的数值或类别特征，具体口径由字段名称及源表定义。,由user_business_features按既定口径生成,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
249,user_view_to_favorite_rate_pct_30d,DOUBLE,RFM与漏斗特征,user_business_features,近30天,来源于RFM与漏斗特征的数值或类别特征，具体口径由字段名称及源表定义。,分子/分母×100；分母为0时置0,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
250,user_favorite_to_cart_rate_pct_30d,DOUBLE,RFM与漏斗特征,user_business_features,近30天,来源于RFM与漏斗特征的数值或类别特征，具体口径由字段名称及源表定义。,分子/分母×100；分母为0时置0,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
251,user_cart_to_purchase_rate_pct_30d,DOUBLE,RFM与漏斗特征,user_business_features,近30天,来源于RFM与漏斗特征的数值或类别特征，具体口径由字段名称及源表定义。,分子/分母×100；分母为0时置0,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
252,user_view_to_purchase_rate_pct_30d,DOUBLE,RFM与漏斗特征,user_business_features,近30天,来源于RFM与漏斗特征的数值或类别特征，具体口径由字段名称及源表定义。,分子/分母×100；分母为0时置0,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
253,user_category_weighted_actions_30d,"DECIMAL(24,1)",偏好强度特征,user_category_business_features,近30天,来源于偏好强度特征的数值或类别特征，具体口径由字段名称及源表定义。,由user_category_business_features按既定口径生成,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
254,user_category_weighted_share_pct_30d,DOUBLE,偏好强度特征,user_category_business_features,近30天,来源于偏好强度特征的数值或类别特征，具体口径由字段名称及源表定义。,分子/分母×100；分母为0时置0,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
255,user_category_recency_decay_factor_7d,DOUBLE,偏好强度特征,user_category_business_features,近7天,用户对该品类最近互动时间的7天半衰期衰减因子。,特征截止时间与最近行为时间的小时差,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
256,user_category_preference_strength_score,DOUBLE,偏好强度特征,user_category_business_features,完整观察期,用户品类加权行为占比乘以7天半衰期近期因子。,用户品类加权行为占比 × 0.5^(品类recency_hours/168),可作为候选模型特征,通过：仅使用特征截止时间之前的数据
257,user_category_high_intent_rate_pct_30d,DOUBLE,偏好强度特征,user_category_business_features,近30天,来源于偏好强度特征的数值或类别特征，具体口径由字段名称及源表定义。,分子/分母×100；分母为0时置0,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
258,user_svd_01,FLOAT,用户SVD隐向量,user_svd_embeddings,完整观察期,用户—商品交互矩阵分解得到的用户潜在语义维度。,对观察期加权用户—商品稀疏矩阵执行8维TruncatedSVD得到,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
259,user_svd_02,FLOAT,用户SVD隐向量,user_svd_embeddings,完整观察期,用户—商品交互矩阵分解得到的用户潜在语义维度。,对观察期加权用户—商品稀疏矩阵执行8维TruncatedSVD得到,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
260,user_svd_03,FLOAT,用户SVD隐向量,user_svd_embeddings,完整观察期,用户—商品交互矩阵分解得到的用户潜在语义维度。,对观察期加权用户—商品稀疏矩阵执行8维TruncatedSVD得到,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
261,user_svd_04,FLOAT,用户SVD隐向量,user_svd_embeddings,完整观察期,用户—商品交互矩阵分解得到的用户潜在语义维度。,对观察期加权用户—商品稀疏矩阵执行8维TruncatedSVD得到,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
262,user_svd_05,FLOAT,用户SVD隐向量,user_svd_embeddings,完整观察期,用户—商品交互矩阵分解得到的用户潜在语义维度。,对观察期加权用户—商品稀疏矩阵执行8维TruncatedSVD得到,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
263,user_svd_06,FLOAT,用户SVD隐向量,user_svd_embeddings,完整观察期,用户—商品交互矩阵分解得到的用户潜在语义维度。,对观察期加权用户—商品稀疏矩阵执行8维TruncatedSVD得到,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
264,user_svd_07,FLOAT,用户SVD隐向量,user_svd_embeddings,完整观察期,用户—商品交互矩阵分解得到的用户潜在语义维度。,对观察期加权用户—商品稀疏矩阵执行8维TruncatedSVD得到,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
265,user_svd_08,FLOAT,用户SVD隐向量,user_svd_embeddings,完整观察期,用户—商品交互矩阵分解得到的用户潜在语义维度。,对观察期加权用户—商品稀疏矩阵执行8维TruncatedSVD得到,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
266,user_svd_norm,FLOAT,用户SVD隐向量,user_svd_embeddings,完整观察期,来源于用户SVD隐向量的数值或类别特征，具体口径由字段名称及源表定义。,由user_svd_embeddings按既定口径生成,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
267,item_svd_01,FLOAT,商品SVD隐向量,item_svd_embeddings,完整观察期,用户—商品交互矩阵分解得到的商品潜在语义维度。,对观察期加权用户—商品稀疏矩阵执行8维TruncatedSVD得到,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
268,item_svd_02,FLOAT,商品SVD隐向量,item_svd_embeddings,完整观察期,用户—商品交互矩阵分解得到的商品潜在语义维度。,对观察期加权用户—商品稀疏矩阵执行8维TruncatedSVD得到,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
269,item_svd_03,FLOAT,商品SVD隐向量,item_svd_embeddings,完整观察期,用户—商品交互矩阵分解得到的商品潜在语义维度。,对观察期加权用户—商品稀疏矩阵执行8维TruncatedSVD得到,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
270,item_svd_04,FLOAT,商品SVD隐向量,item_svd_embeddings,完整观察期,用户—商品交互矩阵分解得到的商品潜在语义维度。,对观察期加权用户—商品稀疏矩阵执行8维TruncatedSVD得到,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
271,item_svd_05,FLOAT,商品SVD隐向量,item_svd_embeddings,完整观察期,用户—商品交互矩阵分解得到的商品潜在语义维度。,对观察期加权用户—商品稀疏矩阵执行8维TruncatedSVD得到,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
272,item_svd_06,FLOAT,商品SVD隐向量,item_svd_embeddings,完整观察期,用户—商品交互矩阵分解得到的商品潜在语义维度。,对观察期加权用户—商品稀疏矩阵执行8维TruncatedSVD得到,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
273,item_svd_07,FLOAT,商品SVD隐向量,item_svd_embeddings,完整观察期,用户—商品交互矩阵分解得到的商品潜在语义维度。,对观察期加权用户—商品稀疏矩阵执行8维TruncatedSVD得到,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
274,item_svd_08,FLOAT,商品SVD隐向量,item_svd_embeddings,完整观察期,用户—商品交互矩阵分解得到的商品潜在语义维度。,对观察期加权用户—商品稀疏矩阵执行8维TruncatedSVD得到,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
275,item_svd_norm,FLOAT,商品SVD隐向量,item_svd_embeddings,完整观察期,来源于商品SVD隐向量的数值或类别特征，具体口径由字段名称及源表定义。,由item_svd_embeddings按既定口径生成,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
276,user_item_svd_dot_product,DOUBLE,用户—商品SVD匹配特征,user_item_svd_features,完整观察期,用户隐向量与商品隐向量点积，用于表示潜在匹配强度。,8维用户隐向量与8维商品隐向量逐维乘积之和,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
277,user_item_svd_cosine_similarity,DOUBLE,用户—商品SVD匹配特征,user_item_svd_features,完整观察期,用户隐向量与商品隐向量的稳定化余弦相似度。,"dot(user,item)/(norm(user)×norm(item))；低范数置0，其余限制到[-1,1]",可作为候选模型特征,通过：仅使用特征截止时间之前的数据
278,user_svd_vector_norm,DOUBLE,用户—商品SVD匹配特征,user_item_svd_features,完整观察期,完整观察期的隐向量欧氏范数，用于刻画用户—商品SVD匹配特征。,由user_item_svd_features按既定口径生成,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
279,item_svd_vector_norm,DOUBLE,用户—商品SVD匹配特征,user_item_svd_features,完整观察期,完整观察期的隐向量欧氏范数，用于刻画用户—商品SVD匹配特征。,由user_item_svd_features按既定口径生成,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
280,svd_exact_zero_norm_flag,INTEGER,用户—商品SVD匹配特征,user_item_svd_features,完整观察期,用户或商品SVD向量是否为严格零向量。,由user_item_svd_features按既定口径生成,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
281,svd_low_norm_flag,INTEGER,用户—商品SVD匹配特征,user_item_svd_features,完整观察期,用户或商品SVD向量范数是否不超过1e-6。,由user_item_svd_features按既定口径生成,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
282,svd_cosine_clipped_flag,INTEGER,用户—商品SVD匹配特征,user_item_svd_features,完整观察期,"余弦相似度是否因浮点误差被限制到[-1,1]。",由user_item_svd_features按既定口径生成,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
283,matched_association_rule_count,BIGINT,商品关联规则特征,user_item_association_features,规则基于观察期，用户证据取最近7天,用户最近7天历史商品能够指向候选商品的关联规则数量。,按对应主键和时间窗口执行COUNT或SUM聚合,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
284,matched_antecedent_item_count,BIGINT,商品关联规则特征,user_item_association_features,规则基于观察期，用户证据取最近7天,能够通过关联规则支持候选商品的近期历史商品数量。,按对应主键和时间窗口执行COUNT或SUM聚合,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
285,max_cooccurrence_session_count,BIGINT,商品关联规则特征,user_item_association_features,规则基于观察期，用户证据取最近7天,商品关联规则特征中的聚合计数指标。,按对应主键和时间窗口执行COUNT或SUM聚合,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
286,max_cooccurrence_cosine_similarity,DOUBLE,商品关联规则特征,user_item_association_features,规则基于观察期，用户证据取最近7天,候选商品与近期历史商品之间的最大共现余弦相似度。,由user_item_association_features按既定口径生成,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
287,avg_cooccurrence_cosine_similarity,DOUBLE,商品关联规则特征,user_item_association_features,规则基于观察期，用户证据取最近7天,来源于商品关联规则特征的数值或类别特征，具体口径由字段名称及源表定义。,由user_item_association_features按既定口径生成,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
288,max_association_support_pct,DOUBLE,商品关联规则特征,user_item_association_features,规则基于观察期，用户证据取最近7天,来源于商品关联规则特征的数值或类别特征，具体口径由字段名称及源表定义。,分子/分母×100；分母为0时置0,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
289,max_association_confidence_pct,DOUBLE,商品关联规则特征,user_item_association_features,规则基于观察期，用户证据取最近7天,近期历史商品指向候选商品的最大规则置信度。,分子/分母×100；分母为0时置0,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
290,avg_association_confidence_pct,DOUBLE,商品关联规则特征,user_item_association_features,规则基于观察期，用户证据取最近7天,来源于商品关联规则特征的数值或类别特征，具体口径由字段名称及源表定义。,分子/分母×100；分母为0时置0,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
291,max_association_lift,DOUBLE,商品关联规则特征,user_item_association_features,规则基于观察期，用户证据取最近7天,近期历史商品指向候选商品的最大原始提升度。,由user_item_association_features按既定口径生成,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
292,max_association_evidence_score,DOUBLE,商品关联规则特征,user_item_association_features,规则基于观察期，用户证据取最近7天,来源于商品关联规则特征的数值或类别特征，具体口径由字段名称及源表定义。,由user_item_association_features按既定口径生成,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
293,association_evidence_flag,INTEGER,商品关联规则派生特征,derived_from_user_item_association_features,完整观察期,候选用户—商品对是否存在至少一条近期关联规则证据。,matched_association_rule_count > 0 时为1，否则为0,可作为候选模型特征,通过：仅使用特征截止时间之前的数据
294,max_association_lift_log1p,DOUBLE,商品关联规则派生特征,derived_from_user_item_association_features,完整观察期,对最大关联规则提升度进行log(1+x)稳定化后的结果。,LN(1 + max_association_lift),可作为候选模型特征,通过：仅使用特征截止时间之前的数据
